TransactionId,SecurityId,Quantity,ToBeDropped,TransactionType,FundId,AsOfDate
d97b3a54-823f-89dc-8a63-ef1ced11f1ab,AMZN,965.29,d1d0f92f-154d-2b1a-c2c2-acc27252dff2,Sell,F001,10/13/2022 09:29:33
f5760152-0d73-07d8-6886-f9cbe38e75fc,AMZN,47.05,a43822ba-ed01-126a-160c-56b72917e729,Sell,F001,07/18/2021 14:40:37
620f20bd-bf0f-27b8-6dbc-ce6ab8d6fd40,GOOGL,607.87,ab592cee-2782-ec9d-2ffa-7f4e703b843b,Sell,F003,09/07/2021 04:27:46
8e740b39-07bd-ee8a-11af-2911c5080427,AMZN,507.79,15b7b83d-bbfd-e1e8-cfc4-60d4329b3601,Sell,F001,11/13/2020 22:52:17
161c2f3e-d553-56b7-5457-57dfc20ef16d,FB,45.03,62ad9b30-1062-e751-e056-9260509c70be,Buy,F005,03/23/2021 00:43:54
37fc1b7d-b0f5-bd39-8ace-9f50da776034,AMZN,864.15,8930822d-b59c-59c2-2268-99b4dab6e20e,Buy,F005,03/23/2022 07:56:20
16167dd1-0187-c003-f7ff-e93349dd8b5b,FB,818.89,4a2a8db5-6425-9cc0-2f9b-03f041a927c9,Sell,F001,01/26/2022 15:56:30
3a74849c-3c1f-2b00-3078-f1d563a712f3,AAPL,459.92,d78f4ec3-d01a-7564-9dd3-0ee33e5ba939,Buy,F004,06/15/2021 02:57:52
6c927ba6-1ad8-431d-aa37-a8f3d28a76f7,MSFT,782.54,ce213566-ab8a-36a2-1908-d34878c54ee3,Buy,F002,09/10/2022 15:49:32
f4907326-3619-c6c8-9901-c323402ea336,FB,623.74,d9d8d3f2-fe54-58d2-4f31-44d6e90979b0,Sell,F002,08/29/2022 18:10:59
db17bf54-0ecd-3948-249c-ebc301470d3f,FB,415.06,6fa7417a-26ac-b102-dfa9-bf79d03b78a2,Buy,F002,05/15/2022 02:29:21
85436d2e-3bcc-2a97-0df8-d9ea04da9195,FB,773.34,74b5fe18-ece4-af58-e948-e0bef40572b1,Buy,F005,09/18/2020 09:29:12
c063a001-3c83-dace-a991-3766f640903d,MSFT,286.22,8dbafa38-8e2d-06ce-906f-ca58e510026d,Sell,F002,03/18/2023 21:02:56
6b8b184a-bd82-a245-3d80-7271ecfcb397,FB,865.86,63301767-f134-6600-fa95-8ea54847a87e,Buy,F002,05/19/2021 21:15:28
4422b8e6-c431-7fb7-fd7c-1435e1d18f88,GOOGL,281.76,2b97c693-9cfe-e1d3-c1b7-8b3dd6f4730f,Sell,F002,07/24/2023 01:48:18
b3ad0896-12ae-348a-2016-5fb5fb878981,AAPL,196.64,173f5b2c-c810-87c8-4c89-efd7ecf4e94b,Buy,F005,06/21/2023 18:44:32
88d7ba4f-ccb7-1deb-805c-3be9dea48c39,FB,769.74,015472fe-9def-c644-062f-d688af3f9044,Buy,F004,09/22/2021 13:46:43
2cc53531-434a-1fa8-8e53-e36d86ae50a9,FB,934.11,fe41f92a-6eb7-02d8-e9cb-8841f3755a4f,Sell,F004,08/14/2022 08:27:13
f2f940a7-01f2-0ff2-2f0b-9e3d62baab19,GOOGL,693.50,15595d61-748c-4586-7b4d-01ae4c5db791,Sell,F005,06/25/2023 09:45:34
d4983745-a3fc-6043-678d-74dcd8a081bd,AAPL,930.88,06dae186-8412-18f9-cfc1-447ef6bad134,Sell,F005,11/27/2022 04:24:59
0bf8706c-1985-6079-03f9-8adfe74f8c78,AMZN,525.60,e96034b2-1e17-e30c-be06-02d2291405b6,Buy,F002,12/26/2020 10:01:13
f631fdc8-569a-5040-4639-c63801ddf225,AMZN,913.30,fe3aaefa-02c5-c772-b573-ad4473df59da,Sell,F005,10/11/2021 05:29:19
01151c4e-6ab3-4d61-6583-67fbd3fe6fd8,FB,56.36,50d11064-980a-3161-f241-e0fcffc75612,Sell,F001,10/02/2021 08:48:21
6bc2d838-1e8e-537e-dee7-649fcd033adc,AAPL,792.43,b2809c3f-fa11-a2ba-5ca6-42146978a562,Buy,F005,05/23/2021 18:02:10
09e4afd8-6ec2-c978-4b5f-cc33dac2b4e2,AMZN,211.23,832f76ae-72d0-4e10-8b64-4b551eeb9c1d,Buy,F004,07/07/2022 08:15:56
49226ff3-49a9-cd6e-7aec-25edb85c4cb9,MSFT,770.28,bd6bab57-d18e-94e6-2044-f7bd122d853f,Buy,F002,03/23/2023 23:19:14
aa4133d1-0cca-724e-0853-b94f8092f0da,AMZN,104.49,9d5fd795-088c-9369-1ec4-e64628b4dfbb,Sell,F005,11/29/2022 04:51:49
a496a231-7fe8-2571-f26f-24cc5722fe07,GOOGL,591.16,81363a2f-1ae7-3433-3271-c0c55ddbac0e,Buy,F004,09/14/2022 02:25:19
5218d52b-8025-4a4c-4b58-def535616061,AAPL,562.11,06973c57-34b6-3b80-6e64-3d8fa228a35b,Sell,F004,03/07/2022 17:29:18
27fc22be-25a5-d178-ef7d-01644fa6c68d,GOOGL,92.52,5aca0947-12df-adf2-3c35-0777228216e2,Sell,F005,01/14/2023 17:08:43
293f416a-6479-b9d2-ca12-bbdc084bac83,GOOGL,432.51,d1cf6e35-176e-339b-b770-1acbce0a9560,Sell,F005,03/06/2022 16:21:35
6076c8df-1bfc-5178-a47b-c1faa76c7c07,AAPL,460.62,8e8eeb2b-1ffa-6038-926e-3aa96f7afdfd,Sell,F005,03/04/2023 23:12:29
6d0fc1ef-118a-6870-4cf9-e481d1dd9a58,FB,526.89,7b9fb222-64fd-a83f-f2a5-a0b7ded03dea,Buy,F001,04/11/2022 06:32:56
e36ea8e1-ba19-05af-8788-d760ccd66c2e,AAPL,313.83,8d67d3ae-6288-cb2e-bb45-5fff79f3b49f,Sell,F005,10/26/2020 04:18:56
fdbd998a-9d44-850b-60d8-3e7c34c92988,FB,217.97,cc659afd-b356-7d49-32b6-b845533d1258,Buy,F004,07/11/2021 17:39:57
1771bc8a-4ff2-bed9-9aa0-a238cc566908,MSFT,444.00,ff0cc964-60e2-8530-d7b5-126aed7cdac8,Sell,F005,09/01/2022 11:02:18
dc84b192-26f9-7044-54c3-4c4ac7856ea1,GOOGL,354.10,47d59099-272f-7856-3960-2fed60578aba,Sell,F005,10/31/2021 12:32:23
7f76a31e-2d2a-22e3-0bdf-5f2875d574be,AMZN,232.94,1ad29bce-ddaa-e2f9-59bc-387e410d0aaa,Buy,F002,08/21/2022 15:19:57
c7049ec1-a84f-bc0b-1222-b0f2072ae56e,AMZN,66.75,90a86ae3-4ace-aeec-0081-0087d0d59a45,Buy,F002,11/15/2020 05:31:02
be7d0cec-0f3c-28fd-6fda-7bfdd4098f77,AMZN,28.38,c04de5f6-d47a-4e77-0a0c-3e09feda088a,Sell,F001,10/09/2022 12:27:12
77d93020-3f22-20bf-2954-ce31b88fa76a,AMZN,962.76,400290d7-f131-edbe-dd1c-5eb485f523e6,Sell,F002,05/26/2023 05:45:46
1edf664b-0f6f-0dc9-8de8-4a6e35e79348,AAPL,481.41,e99ade52-ce61-e1eb-4700-9b6b71788c86,Buy,F003,03/20/2023 19:28:58
8124e884-f854-efe8-4735-5fbe1dea1c6b,AAPL,403.12,ae1bbf2c-041e-3bed-8bb0-9cc9585047db,Sell,F004,01/15/2022 11:38:28
92dbedf8-f39f-7532-f456-ec46fb705a85,AMZN,958.59,6fe2acd1-a1c2-f995-c5bb-0e0b96abb33e,Sell,F002,07/24/2022 22:37:01
5348c24e-3b0c-42a7-d80c-bc7e07ec28a9,AAPL,168.15,8413d16f-4304-46f8-5b58-5398e957d638,Sell,F005,06/13/2021 16:11:21
3ed931de-a675-46d3-ac9f-4dba6d1b12f3,GOOGL,409.85,6c50cc14-0877-f01d-e39b-71f95628cf8e,Sell,F005,05/21/2021 06:32:22
f067b593-f2f5-3718-e79e-c5fba030943f,FB,55.29,f005b098-128b-1db7-795b-4decb1a87adb,Buy,F005,02/26/2022 05:39:14
edb081bd-04e4-84c4-d02f-644176853a75,GOOGL,641.49,9a43408f-2221-e9ce-6c62-d81150935350,Buy,F001,11/17/2021 00:26:56
f75885f3-196b-1cc1-34b4-308d3d768d11,AAPL,956.54,57fd4dd9-caeb-0e2b-1a8d-d5a5b08b51d1,Sell,F005,04/13/2022 19:21:07
d8c734cd-d747-7975-ae09-692308cff2ee,AAPL,336.98,b18b1c37-4b8e-76be-a66e-f18dca5bc522,Sell,F001,11/25/2021 03:11:42
6d988e2c-5d04-f6b3-d107-bfc404b95706,AMZN,973.25,716f2b17-b92e-2e54-60a9-03449572d6d8,Sell,F002,04/22/2023 09:42:18
ee4bda03-6a4c-c445-72b1-3ea36aea8129,AAPL,204.37,d50ba3b7-9045-d38b-b018-3bb511b0c38d,Sell,F001,12/22/2021 04:37:36
5c3e531f-85fa-6aa4-fb7a-09b2bb0accbe,AMZN,961.64,1045d5e1-3783-a41c-778e-4acf44ff1df0,Buy,F001,01/23/2021 05:23:03
6c2f8818-b5cc-ace4-3926-8cb5891008e3,AMZN,6.59,7ed8064e-c20e-3a47-f34a-9b32a7cdc593,Sell,F005,10/15/2021 06:27:32
be02a8f7-57f3-d21e-dac5-dff6b308164a,MSFT,72.75,58cdd25c-5636-ea54-c245-ae7be9814d9d,Buy,F001,07/01/2022 05:05:17
02240582-319d-21be-26bb-eecdde419304,AMZN,965.41,d010a5fa-1bac-9115-a4d4-6fab357c59ed,Buy,F002,03/13/2021 21:59:38
ed670ef5-cf4a-873a-43ce-8faabc4455b8,AMZN,691.29,b4a6912b-2270-b86e-d14c-2ea164233a9e,Buy,F004,03/23/2023 04:18:01
69de6196-94ea-b06e-1719-bbdf2342ca42,MSFT,113.48,04ddec08-a3eb-d26b-2cce-bd1342e20c22,Buy,F001,07/19/2022 09:18:00
626b40c3-7a9b-de12-cfc6-0e13f9519844,MSFT,818.90,154e0fb8-8209-bb36-a17f-b704f60a0ff6,Sell,F004,01/29/2023 22:45:20
ebd3a72e-8ebb-f11a-b8f0-b20a7526a347,GOOGL,205.95,507ebd25-b9d4-330c-dbcf-787cb6f6f73e,Sell,F004,11/25/2021 00:53:43
ea22b442-207b-c7f3-4218-8c1e7870bfd7,AAPL,803.44,1d30a94c-0dbb-bd3a-7b63-11fd29e3f151,Sell,F004,05/31/2023 14:11:57
61564719-a2f5-6fa4-c42f-e7ee937bfb19,AAPL,586.07,de486369-f819-db8d-b7c2-8b1c78a15231,Sell,F005,04/02/2022 22:10:14
b0c72d16-de14-4b48-34fe-574a4162cdb6,GOOGL,415.50,e4cd4a11-641e-b361-789d-0bdff23b3db5,Sell,F005,10/22/2021 09:38:17
1349afd2-c97e-f0f0-6dc0-7c9458dbc40b,AMZN,971.51,afbabb26-7394-54f8-2b8a-993f290a434f,Sell,F003,12/15/2022 05:18:34
71f4f0f2-dfd6-ba29-6cbe-01230c88ff92,AMZN,863.10,934e127e-8f49-1e23-9d0d-15693f4619ad,Sell,F005,03/27/2021 12:44:37
01e7c215-4073-9200-55fd-aabdd456f126,MSFT,781.97,d6612689-b47d-685e-dc19-3756ea5e369d,Sell,F002,11/24/2022 06:51:34
dd39991a-ac9c-f288-5a92-0c9e3336761c,FB,887.34,81d53d22-a4ae-dacd-48f6-1da016a76f97,Sell,F004,04/01/2022 14:05:33
a57416ad-0b25-71e2-4c6f-4a87a90e945c,AMZN,53.08,67313633-acd0-4900-1719-d09695c16ad7,Sell,F004,05/13/2023 02:05:34
9c36237c-10c3-02c9-3251-de1fa7f3e09b,AMZN,10.97,e7e7823f-c9a5-73ce-3895-0dea89f20765,Buy,F003,06/17/2021 07:46:52
788067f3-35c2-f433-8a55-4e51310f798f,AAPL,320.27,4fc6ccd2-a7fd-8827-7c6d-22de64693f03,Buy,F001,06/12/2022 23:36:19
32efed39-5f04-f6ce-31cf-e9a236da55e3,FB,695.22,c1130e48-7733-6c68-e084-c47c3e787fa3,Buy,F004,07/26/2023 04:18:55
84545c5b-ae97-5ddb-99a3-6d952ca92db4,AMZN,296.74,79ed3ceb-429a-89c2-9626-2eb9b1b20983,Buy,F004,10/26/2021 04:26:58
a20783a2-8bb1-5da2-0b4d-84f59f86569f,AMZN,6.15,e20a9ed3-9c73-b3f4-ebe2-b68b4eab08e7,Buy,F004,02/17/2023 07:49:30
6dffbd2d-bfe5-27d4-4a50-2b43573a26b7,AMZN,531.98,86da9751-41bf-cb14-b117-7525e866a59a,Sell,F002,01/16/2023 02:46:05
7f7fab3e-5f74-0eae-7004-8a127e938c1e,MSFT,499.29,fb6445c7-93b4-7be3-5cfb-3c352ea1ece9,Buy,F004,03/05/2021 11:15:35
bd5b0036-5556-5a6d-3f59-59f5c9ca97ac,GOOGL,579.82,ca4d8875-da4c-4d0c-431f-0eaa22fff06e,Buy,F002,10/27/2021 18:21:43
55d64428-be03-0204-56e1-076f8bcf72ad,FB,42.74,f860a6c3-8127-fa33-c5cc-6a51735ee62a,Sell,F002,12/17/2020 15:13:13
b4f1e073-1ef7-a8f8-d205-ec0d303bc3c2,GOOGL,798.76,af278294-2a12-bf98-1091-66684078b026,Buy,F002,06/27/2023 18:58:33
ab8c41ad-1e2a-3ede-8288-1e515ea93476,GOOGL,685.13,2c6cddc0-98fb-e048-98ee-f40a9ebc5a20,Sell,F003,11/22/2021 07:57:57
a0c8170f-b0a4-fce7-97f8-ba5bccfdbe89,AAPL,153.93,329a252b-31c4-2a52-3878-b9e5b3b06a88,Sell,F002,09/29/2020 03:02:28
88574514-e659-c420-6e34-4823d07268a5,AMZN,832.51,167b533f-3ed7-f440-c5af-890cdc24bd2c,Buy,F004,10/20/2022 23:54:40
55fc7385-6629-2c37-d595-f4b28a4326f7,AAPL,214.92,b1afa20b-60a0-57f5-d17a-0e4e68ed6569,Sell,F005,09/13/2022 00:27:20
2e7eada8-0db7-75a1-e8cb-7edf3f8009b6,AMZN,900.23,30220795-1d77-2109-ed4e-6e1b1005d434,Sell,F001,01/11/2023 19:46:29
1205ced4-e443-ecc7-1246-2226c181503c,FB,372.18,96eb8e9a-3a9d-b852-015c-1f018b11393b,Sell,F002,02/24/2021 02:07:46
c1702ac1-1e22-91db-f4fd-01ea06aace7c,FB,211.18,90974b8e-bb18-e5ce-6061-75a52c1952fb,Sell,F002,06/16/2022 18:00:44
308f1471-2f30-5171-9036-a050c1637fee,FB,461.73,d8255d55-887b-24fc-76aa-0cb62d6a26b4,Buy,F005,02/10/2022 17:44:03
31383e8a-b616-e0c8-c6c2-fae9bacbb8e0,AMZN,905.19,fa76e228-3028-7143-d208-91f6fd76e663,Sell,F003,10/20/2020 04:18:22
98a4507f-c000-c5e1-3d70-7a054078560e,MSFT,493.55,c694cbe5-37e2-92dd-3c4d-c12c6575317d,Sell,F002,03/06/2021 22:33:24
a874a498-7f1e-e201-e682-6cf8d1dde327,AAPL,996.88,45b272ed-2c58-97e3-f0aa-d846bd121b58,Buy,F002,03/25/2021 06:34:22
df794228-1e07-e3be-1b30-24f6dd9485aa,AAPL,855.24,57122dcb-330f-af63-1646-c6a7010bed98,Sell,F005,02/04/2021 01:24:17
1ffd9274-d1eb-b939-e73e-a359093f2e97,GOOGL,194.25,c42e7395-1703-a43f-6d5d-46d2bf45a710,Sell,F004,10/14/2020 13:37:48
a9f47c3f-918e-353c-affe-7b87f884a10b,GOOGL,129.97,5d863d67-9c45-3da7-84da-2091c6c8a801,Sell,F003,04/04/2023 17:16:56
547f118f-2f1a-3ce0-3657-b12ffaf7c9c3,MSFT,782.67,e7cc27a3-6ed8-3ca7-14ea-6576a2946f01,Buy,F004,10/04/2021 02:53:11
